	name	hematokrit	smoker	leukocyty	relationship	ssn	alt	weight	erytrocyty	alp	ast	er-cv	etytr	hemoglobin	trombocyty	indicator	hbver
158	Gary Gonzalez	5.12472	no	9.95688	married	240-29-7877	1.14274	77.22970	7.65957	82.38451	55.86307	40.34089	5.42625	6.80777	7.67252	1.00000	5.64178
159	Michael Howard	4.88760	yes	6.36770	widowed	527-63-4744	0.60632	4.46879	7.30243	86.33990	57.95600	21.68801	5.57246	5.79427	8.17996	1.00000	5.84639
160	Nicole Fitzgerald	5.14689	no	6.32347	separated	059-36-0420	25.34868	85.61980	11.34778	84.50219	43.74426	54.92222	7.70099	6.83566	4.06850	1.00000	5.51830
161	Rachel Brown	7.23222	Y	7.11175	separated	286-80-2264	0.35470	37.03716	3.85416	24.67905	64.60525	41.40071	5.99600	8.75281	8.38504	1.00000	5.59690
162	Melissa Scott MD	4.75582	yes	4.23744	single	416-70-0220	1.16428	78.79376	8.23689	86.10997	48.98520	46.22171	7.58699	6.10751	1.49395	0.00000	6.53590
163	Erik Hernandez MD	8.50831	no	6.95395	single	500-79-8212	0.36547	29.06583	4.03237	76.71406	53.37249	87.72464	7.45930	5.57654	7.87630	1.00000	6.07118
164	Brian Adams III	5.97768	Y	6.92094	widowed	827-40-7928	1.24346	50.82986	8.12786	64.33421	64.83037	40.53829	5.13316	5.10578	7.04544	1.00000	7.05287
165	Pam Jones	3.97959	Y	7.56642	married	159-51-7504	0.37441	38.96929	5.76972	63.62974	44.50664	21.33815	6.34307	7.54600	9.92701	1.00000	6.88603
166	Jennifer Moses	6.86082	yes	8.27471	divoced	791-32-6037		59.15620	9.61000	81.19465	54.11273	56.73738	6.64102	6.88274	5.35819	1.00000	7.38801
167	Robert Hernandez	4.99044	no	5.34319	nop	472-09-7249	1.18035	91.48373	7.80281	66.66384	51.58807	61.18424	6.72448	5.20119	2.67554	0.00000	6.98404
168	Kendra Dawson	9.18859	no	6.13002	widowed	196-08-6032	0.36032	106.44781	4.34959	67.62874	46.22285	70.38548	6.12672	7.21466	7.15930	1.00000	6.18860
169	Crystal Davis	5.22506	Y	4.76584	divoced	850-39-0061	2.00440	159.90449	8.63289	69.23421	50.01749	56.54410	6.76356	5.46236	4.38857	0.00000	6.09557
170	Nicole Guzman	5.11938	no	6.34172	married	681-29-1305	1.31969	103.91808	7.66165	85.16205	47.81110	47.83186	5.63797	6.36987	7.73982	1.00000	5.36177
171	Sally Williams	5.01724	no	5.81279	married	820-37-7972	0.49085	106.28834	5.04231	80.20578	57.87221	48.30247	6.45505	6.61481	8.98186	1.00000	6.54489
172	Nicholas Castaneda	6.03089	N	5.61625	widowed	745-91-5573	1.68471	61.60952	8.37700	15.51269	66.94512	52.53160	7.95644	8.68741	6.34111	0.00000	7.76210
173	Kevin Garcia	8.14668	no	10.22957	separated	618-03-3876	0.68746	71.10391	6.91195	68.84508	39.65370	65.32874	5.41667	7.25646	7.77582	1.00000	8.63999
174	Linda Meza	4.11570	no	8.30450	single	157-72-9513	1.58386	44.14286	8.33805	84.21928	51.44866	47.53861	7.16835	6.52979	7.31347	0.00000	6.05224
175	David Jones	8.46055	no	7.23495	married	325-28-6392	1.06917	-27.08905	7.69102	88.89323	63.46958	64.20786	7.18683	6.01305	6.23233	0.00000	5.72662
176	Christina Allen	5.09985	no	7.05379	widowed	082-18-3982	2.03528	48.84377	8.58162	83.86262	59.15480	45.19168	5.34294	6.90631	6.79366	1.00000	8.16650
177	Rick Scott PhD	8.46009	no	5.87192	married	087-72-8075	0.37612	42.57567	6.09524	66.07598	51.35200	67.31283	7.09968	7.46255	8.48163	1.00000	7.38800
178	Jasmine Richardson	4.02734	Y	7.39794	single	260-82-8592	0.93921	86.49499	6.76082	82.12081	36.81656	45.07965	5.03507	6.87303	8.89113	1.00000	7.59017
179	Jessica Fletcher	5.57284	no	3.33739	separated	229-37-8835	0.64649	13.94946	6.61495	55.04185	54.47436	51.04742	6.53653	7.54544	3.45541	0.00000	8.21247
180	Stephen Ferrell	7.33625	Y	7.86589	divoced	538-74-0252	1.00378	50.50468	7.68036	84.15986	40.89798	53.39964	7.00189	5.80675	4.78252	0.00000	5.19311
181	John Flowers	4.29935	Y	10.09845	single	397-71-9501	2.10689	36.48135	8.61598	74.61162	59.91595	39.03385	5.81236	7.12173	7.00490	1.00000	5.66927
182	Stephen Cook	5.23582	yes	5.22959	divoced	629-08-6255	0.50350	121.58209	4.79907	40.92088	58.50932	51.88671	6.24421	7.90500	10.58963	1.00000	7.98417
183	Christopher David	4.69104	no	7.21040	married	867-10-9456	3.03743	53.17221	9.03389	12.09147	57.91574	61.85555	6.31226	8.73347	6.38192	1.00000	
184	Charles Bryant	5.12271	yes	7.86966	married	623-55-5486	0.65764	21.31353	5.53862	91.21103	41.49586	45.30776	5.26679	6.57608	9.84403	1.00000	7.11496
185	Kyle Lewis	6.59814	yes	8.97235	separated	164-74-2666	1.77914	136.38118	8.55808	80.45583	58.91558	72.06308	5.85296	5.87558	3.32500	0.00000	4.90217
186	Felicia Combs	5.50821	Y	9.44248	divoced	308-55-9916	5.35204	33.81518	9.76335	77.51767	43.60728	43.28575	6.54994	7.07591	5.57249	1.00000	6.23519
187	Jenna Jensen	8.00066	yes	8.50055	married	041-71-7926	2.36375	78.43820	8.74887	67.26389	49.21572	42.92634	6.79045	5.16004	5.20737	0.00000	6.28868
188	Chloe Baker	6.43781	yes	6.64509	divoced	037-25-2565	0.64131	30.18862	6.69322	81.55625	23.07810	54.00834	6.65352	6.74082	4.22446	0.00000	6.39972
189	Jenny Collins	5.48706	N	6.24779	separated	247-84-4609	1.72425	109.19227	8.29940	64.41653	41.28181	68.25430	6.32349	5.31592	7.05166	1.00000	8.24591
190	Alexis Hernandez	4.87963	Y	5.47451	separated	891-91-0854	0.77645	81.44784	6.93854	73.75405	50.72494	64.27982	6.35253	7.19353	6.40244	0.00000	5.34128
191	Brandon Reynolds	7.38197	Y	6.38439	married	118-66-1769	0.76552	117.16754	7.05358	84.76399	73.67592	65.20326	6.39071	5.98030	5.12749	0.00000	6.89732
192	Jennifer Hall	6.41485	no	9.68714	separated	174-31-7522	1.26870	116.26312	7.99570	81.56716	45.53294	27.97121	7.24055	6.59751	7.03230	1.00000	5.41367
193	Jennifer Barnes	4.47275	no	3.79002	married	873-94-4592	2.65558	99.31916	8.97002	67.22498	57.72634	65.98959	6.71049	5.15869	4.96481	0.00000	5.37902
194	Janet Ellis	6.56006	no	4.78981	single	368-88-2164	0.72144	98.00460	6.39246	85.24859	52.26573	48.10561	6.34880	5.71397	5.90424	0.00000	7.39687
195	Sherri Hudson DVM	6.20718	Y	7.84589	nop	400-56-9251	0.89429	58.03393	7.56388	72.98064	56.07925	52.85540	6.51646	6.82412	7.52575	1.00000	5.64775
196	Tammy Garcia	5.07737	N	6.94478	separated	217-87-3855	0.89279	74.72812	7.62316	78.46284	47.89611	41.51520	6.17112	6.67262	7.84116	1.00000	6.38363
197	Steven Hahn	7.20402	yes	6.95999	separated	102-19-3766	0.87626	49.49650	7.40872	35.12020	56.68583	40.97525	7.10913	4.37298	4.72666	0.00000	6.96754
198	Michael Bryant	4.34415	no	7.17350	married	746-73-1225	1.56131	135.46715	8.15550	52.63329	58.30012	33.65351	5.95723	7.65805	0.30042	0.00000	6.31558
199	Trevor Howard	4.50982	Y	5.36159	nop	598-20-3291	0.77923	119.40758	7.59826	53.90464		57.18057	7.00633	4.84743	7.95645	1.00000	5.12068
200	Claudia Duncan	5.86003	Y	6.82371	nop	068-06-1687	0.52800	4.14175	6.50213	81.81531	56.47269	48.88943	6.07618	6.63834	8.69989	1.00000	6.84678
201	Charles Anderson	4.73168	no	6.97533	divoced	378-41-1396	0.75132	34.25443	7.36949	94.59263	45.45457	71.80334	5.47950	6.20005	8.00233	1.00000	7.40669
202	Cheryl Price	5.59033	Y	8.09989	nop	607-92-7889	0.79008	85.37777	7.08238	26.05709	39.02811	50.69308	5.36942	4.20850	8.23521	1.00000	5.92750
203	Andrea Osborn	6.64453	no	4.43619	married	250-15-4275	0.51551	30.94159	6.28528	83.48021	55.76695	61.22078	5.68499	5.90496	4.79787	0.00000	7.12501
204	Mary Lewis	4.32133	no	8.81670	nop	351-95-5454	0.96294	53.69194	7.52039	71.15959	55.19199	86.16617	4.92828	7.02813	7.98328	1.00000	4.65190
205	Mr. Joseph Strong	4.98723	no	6.32929	single	391-26-9577	0.82854	42.57590	6.83776	81.39178	68.97281	64.88393	6.72411	6.73797	8.51885	1.00000	7.13081
206	Amber Dillon	5.24107	Y	8.17350	separated	393-68-7631	0.84307	73.40252	7.35655	74.39605	54.94394	40.72051	6.16972	6.97153	8.00531	1.00000	4.88679
207	Julie Hayes	8.41829	Y	3.01331	nop	402-30-3482	0.51886	23.03570	3.76846	82.49105	53.10006	57.90453		5.88992	4.56243	1.00000	8.47234
208	Steven Dennis	8.67396	yes	5.32965	married	277-51-5425	0.66637	44.20391	5.65538	81.06933	48.67352	54.72054	5.14333	5.74405	7.68311	1.00000	6.54360
209	Kelly Ross	5.95476	no	3.31852	divoced	268-41-5816	0.84154	101.49853	7.20641	90.01472	48.16612	50.38804	5.79590	6.34820	3.72339	0.00000	7.88614
210	Rick Scott PhD	8.31287	Y	5.64019	single	087-72-8075	0.41932	80.22663	5.24086	70.50247	56.01028	53.95798	6.47591	7.27019	7.67578	1.00000	5.71966
211	Curtis Mann	8.22318	no	9.31712	divoced	042-29-5948	1.54175	28.89077	8.22882	83.69443	28.37096	29.87443	7.07194	5.95186	5.83316	0.00000	5.46015
212	Richard Mcpherson	8.89526	no	3.60863	single	203-13-7979	0.29792	63.50512	4.17787	60.34772	45.94507	70.06753	8.07266	5.01642	5.09526	1.00000	5.70680
213	Jennifer Fernandez	8.33295	no	9.36321	divoced	804-15-7889	3.98672	76.88619	9.42263	43.63285	59.86828	31.52495	7.18940	7.99347	5.32274	0.00000	7.92432
214	Kelly Cox	4.35653	no	8.77980	married	879-82-7547	2.06382	36.70374	8.75077	83.14136	18.77633	62.62302	4.66897	6.51676	6.93480	1.00000	8.52302
215	Samantha Perez	6.67351	yes	5.01766	separated	450-61-0168	0.48382	65.88220	5.09453	76.37441	74.70360	54.51869	5.72217	7.00005	7.65722	1.00000	6.53703
216	Sonya Cook	8.48850	no	5.24153	nop	847-74-7778	0.62579	98.43680	4.32890	82.72696	49.98888	42.18502	8.23940	6.84753	6.66135	1.00000	4.92615
217	Joshua Alvarado	5.73374	no	9.11728	married	480-99-2211	0.53200	66.43263	5.79427	85.54292	29.84724	16.39349	6.14860	6.36309	9.42401	1.00000	6.11545
218	Roger Doyle	6.57885	no	6.53255	divoced	151-55-6979	0.52455	77.36832	7.07805	69.17257	41.33875	39.24334	6.38368	7.17514	7.15736	0.00000	4.83629
219	Kari Knapp	7.79415	yes	4.35512	separated	453-48-0413	0.65149	96.77342	5.85024	92.60757	57.41323	69.57601	6.15406	6.32212	7.19067	1.00000	7.22197
220	Amanda Smith	6.21665	no	7.09473	married	839-62-0014	0.44762	93.08873	6.57770	47.01401	69.35506	32.05774	5.74490	4.64695	8.51909	1.00000	5.79011
221	William Kent	4.85238	yes	6.23890	married	144-58-5721	4.11739	37.52437	9.38016	88.02569	50.89606	69.87628	7.13740	6.31188	7.06929	0.00000	4.53732
222	Courtney Velasquez DVM	5.67646	Y	5.06640	married	135-13-6111	0.45195	71.82493	7.13723	30.77183	40.71571	34.09304	6.47900	4.27233	9.47136	1.00000	5.95924
223	Tiffany Mitchell MD	7.02516	Y	6.49826	separated	470-80-1580	0.91951	71.43668	7.12194	59.59989	61.85807	50.94441	6.24015	7.32510	4.52893	0.00000	6.85938
224	Susan Douglas	10.07608	Y	4.64586	separated	090-68-6263	0.72748	46.19227	3.52827	82.89253	61.30716	44.77721	5.40543	5.87517	5.20787	1.00000	5.46312
225	Judith Small	5.09393	Y	4.17505	single	706-89-3817	1.14221	97.68242	7.78252	81.41291	47.98337	55.04488	6.86823	6.71392	5.21540	0.00000	8.66474
226	Lisa Wong	6.24472	Y	5.17363	separated	592-44-4071	0.35332	42.64861	4.94102	25.91559	48.70649	27.33256	7.74488	8.27400	7.88872	1.00000	5.26820
227	Louis Contreras	5.22202	no	6.16088	divoced	049-65-7675	0.47255	66.40709	4.77552	50.01115	34.47762	31.57612	6.41718	7.79727	8.97703	1.00000	5.97883
228	Brandi Williams	3.26074	no	7.36827	divoced	545-59-2625	1.15728	44.58671	7.57553	85.50913	50.07233	42.44173	6.97452	5.72129	8.23424	1.00000	7.08192
229	Chad Sanders	6.69197	no	6.18699	single	710-28-5977	3.48184	132.05523	9.26752	91.70573	54.70176	45.40481	6.49224	6.26980	5.80105	1.00000	7.90641
230	Christina Allen	6.20194	yes	6.72344	separated	082-18-3982	0.53059	58.29184	6.21799	63.11221	50.83294	57.47010	5.57168	7.61549	10.01412	1.00000	6.16196
231	Mr. Cameron Lester MD	4.16704	Y	6.52766	married	069-64-7803	1.64190	77.23752	8.11372	83.94381	44.81001	60.33880	7.51295	5.69094	7.50998	1.00000	7.32599
232	Katherine Griffith	9.94425	Y	8.52359	single	177-16-4397	0.94435	100.63204	7.17277	91.53500	79.03576	42.75282	6.66169	6.53061	8.83105	1.00000	7.64257
233	Scott Jensen	9.44747	Y	5.79560	single	099-17-5301	0.45814	43.00960	4.66294	41.26603	66.58480	59.50895	4.97664	8.14212	7.02171	1.00000	7.26437
234	Stephen Frye	5.92581	no	6.08485	divoced	109-82-9875	0.70058	9.05092	7.10791	46.54036	45.92741	65.20809	6.55515	7.85391	5.97617	0.00000	5.43268
235	Sara Moreno	6.29616	Y	6.23337	single	594-47-1389	10.11509	105.85594	10.40231	66.10295	50.30441	60.76103	6.34959	7.23807	4.72905	1.00000	8.12877
236	Renee Young	5.86341	Y	7.38558	married	088-34-9150	1.16237	62.76404	7.71382	82.78653	66.92118	45.11423	6.26416	5.67759	7.44745	1.00000	6.69897
237	Ian Dawson	6.05322	no	7.34604	married	683-32-8174	2.27170	116.34367	8.74974	91.03852	63.26823	74.74104	7.51551	6.41496	6.39477	1.00000	5.80341
238	Richard Neal	5.66062	no	3.81333	divoced	050-86-6512	3.31190	55.84592	9.15294	91.72994	38.69052	52.25525	6.15612	6.62879	6.12154	1.00000	7.45029
239	Carlos Johnson	10.60259	no	5.17110	divoced	867-94-6425	0.58374	120.81209	5.06990	30.37859	46.01121	63.47597	4.68361	4.33310	6.33295	1.00000	6.84471
240	Sara Mitchell	4.59141	no	7.68102	married	162-88-9537	2.23538	80.43222	8.74704	74.15594	62.40839	40.66835	5.79833	7.13699	6.74070	1.00000	5.81028
241	Edward Bradshaw	5.36194	Y	3.43230	single	409-66-7319	0.66135	74.59386	5.99938	78.47309	27.87745	49.42174	6.90564	6.59848	4.48528	0.00000	6.54786
242	Elizabeth Best	5.43627	no	4.85120	married	528-03-9412	2.75756	74.63391	9.00099	45.33442	53.70388	51.96252	7.89839	7.77724	4.51193	0.00000	6.75591
243	Sarah Scott	8.23645	no	8.14103	widowed	412-54-6252	2.04922	114.97163	8.54377	86.70869	41.64181	38.78608	6.68250	5.73918	5.56348	0.00000	5.62104
244	Timothy Fry	6.45930	yes	5.92503	married	701-35-3430	0.31354	65.11546	4.93034	77.67528	58.09715	71.56112	5.76221	6.36501	4.94230	0.00000	5.85403
245	Jennifer Jarvis	6.04488	yes	6.29862	nop	668-14-9573	1.13364	84.63097	7.77140	87.05092	51.52218	41.07658	5.90658	6.68800	7.39726	1.00000	6.56146
246	Julie Guzman	8.00373	no	4.90403	separated	799-83-0308	0.77801	121.67591	5.29776	83.12117	63.78774	58.21993	4.41458	6.97427	7.24931	1.00000	5.80325
247	Dr. Amanda Jenkins MD	6.79602	yes	7.25197	single	386-68-0518	1.20974	79.30402	7.70567	85.56888	47.52765	53.95877	5.23625	6.33143	7.25162	1.00000	6.06135
248	Jacob Morton	4.01959	no	4.61713	divoced	517-03-9954	0.56734	36.03211	7.02933	70.93310	53.07288	67.53080	7.85342	5.35486	8.55450	1.00000	5.93282
249	Ronnie Munoz	4.86978	no	5.16407	widowed	691-60-4949	1.23983	89.03444	8.06096	15.79704	65.60611	54.19834	4.28229	8.56419	5.75285	0.00000	7.83194
250	Alexis Harrison	7.99018	no	8.00462	separated	819-59-6498	1.24467	139.58248	7.85565	47.15738	71.58462	39.17482	7.39691	4.67916	5.65327	0.00000	5.00310
251	Gabriella Matthews	3.93559	Y	5.98832	married	164-26-9677	0.64932	76.28199	6.34093	66.67929	39.91056	36.42925	6.63143	7.34766	9.27547	1.00000	6.53989
252	Becky Thomas	6.31507	yes	3.44933	widowed	733-42-2947	0.62944	65.81787	6.23376	53.20894	24.63456	38.56944	7.05246	7.78165	7.38518	1.00000	6.23864
253	Sara Mitchell	7.70131	yes	7.29166	single	162-88-9537	0.25138	50.64321	5.48982	88.96197	52.46793	53.40501	6.15006	5.67750	9.55787	1.00000	5.97864
254	Connor Murphy	6.64780	yes	7.08607	widowed	213-66-7188	0.79989	124.57878	7.15957	81.48443	46.05100	40.31414	7.91680	5.62456	4.03119	0.00000	6.74454
255	William Conley	5.03494	no	5.63411	married	585-36-4901	3.22752	-28.29894	9.16149	91.47538	51.68045	42.04874	7.13185	6.46826	5.14919	0.00000	9.55309
256	Courtney Phillips	5.12261	no	3.73809	nop	238-19-2226	1.77204	116.17840	8.50280	46.54367	58.17438	51.19075	6.10582	7.81816	6.87879	1.00000	4.52839
257	Chase Ferguson	4.21375	Y	3.71280	separated	763-82-9438	7.93714	75.63001	10.13755	77.11127	66.32082	47.60817	5.89553	6.99821	3.03674	0.00000	5.72364
258	Jason Bates	9.26273	no	5.68168	single	844-16-2619	0.42399	98.32070	4.13441	82.06578	41.75491	20.44601	7.79585	6.81690	6.72960	1.00000	6.62056
259	Dale Dickerson	5.30100	no	3.31954	separated	023-20-7191	0.55973	21.41307	6.52457	92.92101	68.49105	60.45801	7.98339	6.33530	3.12811	0.00000	7.76403
260	Erin Miller	6.86561	yes	5.97669	married	682-77-3658	0.53660	78.37282	5.52704	87.96527	48.42614	61.74952	6.97859	5.92984	8.71104	1.00000	7.91953
261	Sylvia Nguyen	4.97758	no	9.68973	single	502-49-0312	0.65555	72.63764	7.08144	89.81654	19.74120	54.72092	6.38058	6.08729	8.37495	1.00000	5.71371
262	Patricia Newman	8.92674	no	4.07176	widowed	545-10-5716	0.36958	129.14211	5.91124	95.06149	57.39497	36.06786	5.92231	6.40903	6.64978	1.00000	6.47015
263	Timothy Maynard	8.66506	no	5.97925	single	340-81-9266	0.38609	8.13486	4.65573	65.54826	58.15963	43.61650	6.29849	7.23297	7.46383	1.00000	5.34166
264	Dylan Ramirez	6.18388	no	9.25722	divoced	458-47-6492	0.82681	53.91093	7.60287	80.20674	78.89782	65.58637	6.26392	5.74623	7.56612	1.00000	6.47694
265	Nathan Odonnell	8.82405	no	5.54931	divoced	882-02-0386	0.49898	25.64668	4.16116	67.38005	67.24261	64.19833	5.43370	5.32936	6.78768	1.00000	6.66193
266	Stacy Thomas	8.32280	N	5.37112	married	654-87-8701	0.71326	16.89738	5.11794	83.99608	54.77577	35.30846	6.00263	6.82442	7.28782	1.00000	4.59474
267	Mr. Daniel Welch	6.13642	no	5.31228	married	676-04-3275	1.08512	89.42608	7.94445	74.47515	51.57738	52.86669	6.98043	5.53181	4.67808	0.00000	7.59122
268	Audrey Greene	7.07167	no	4.70276	married	507-43-3460	0.50906	121.85433	4.64832	81.69061	48.52262	25.24174	7.05963	5.69966	6.95741	1.00000	6.10930
269	Brandon Romero	7.17060	no	6.06401	married	404-90-8418	0.60087	106.34199	5.75579	34.02048	51.09655	50.66113	6.60914	4.34600	5.62091	0.00000	6.74618
270	Angel Blake	5.66119	no	4.44397	married	871-50-0365	0.74443	158.93960	7.25399	88.86216	58.14173	43.39623	7.46050	6.28401	8.95801	1.00000	5.34675
271	Daniel Johnson	6.45007	no	4.54254	separated	059-37-4127	0.68985	51.69956	6.19514	86.76099	29.08951	57.06292	5.15336	5.98467	8.16539	0.00000	4.65546
272	Amanda Wallace	6.92981	no	8.89164	married	699-43-6386	0.80722	88.74430	6.97329	83.56495	51.14120	51.39060	6.50421	5.74163	8.03208	1.00000	6.63035
273	Stephanie Moreno	5.52534	N	7.26652	separated	296-61-1993	1.28662	90.51173	8.04818	79.31119	57.53451	47.97098	6.54574	7.14804	7.29511	1.00000	5.59395
274	Lindsey Chavez	4.56707	yes	4.98593	married	254-99-9914	0.91268	118.45346	7.34795	44.20616	75.95963	57.33836	7.10751	7.95184	10.01549	1.00000	6.49340
275	Robert Mejia	5.58444	Y	9.00235	nop	140-69-2230	0.80003	72.08106	6.19993	88.84503	33.49375	44.64648	6.84160	6.21116	9.09085	1.00000	7.06275
276	Chad Jennings	4.84670	yes	6.76947	divoced	333-66-7493	0.99174	126.36927	7.65259	67.01196	84.34375	58.02779	6.35373	5.31920	7.72547	1.00000	6.63973
277	Jeffery Hamilton	5.97446	yes	6.91332	married	189-36-2286	0.79949	62.07334	6.47038	82.51469	57.42230	37.74851	6.48574	6.57723	10.47068	1.00000	5.90366
278	Maria Young	7.21832	no	5.48435	married	090-38-6680	0.32271	95.21598	4.73625	78.62776	65.97934	53.42447	6.49252	5.64831	7.69412	1.00000	4.43802
279	David Stafford	3.33185	no	8.49839	married	177-75-8927	1.08285	90.09525	7.63449	19.65886	62.81383	34.20697	6.76557	8.81563	8.18061	1.00000	6.40098
280	Thomas Molina	7.65633	Y	6.83155	single	634-27-5701	0.92980	9.00157	7.48501	56.35298	45.18516	43.62060	6.74158	7.58906	5.33968	0.00000	7.53998
281	Thomas Johnson	6.31033	no	7.22963	divoced	199-67-7373	0.90203	122.50301	7.36482	86.06586	46.26539	32.41280	5.95891	6.85700	7.75117	1.00000	5.94018
282	Stephanie Rodriguez	6.63322	no	7.13068	divoced	788-85-4967	0.40880	29.42855	5.13204	80.41334	84.10215	42.61952	8.29807	7.05955	9.51932	1.00000	6.93325
283	Rachel Brown	5.69645	Y	6.37730	separated	604-55-3198	0.46603	63.63428	6.46591	46.03146	73.17396	65.33025	5.92280	7.93082	9.99220	1.00000	5.26976
284	Courtney Owens	8.02431	yes	7.06025	divoced	811-96-1879	0.71280	81.39572	5.60342	82.44904	44.12394	77.40064	4.62250	6.80937	7.11650	0.00000	6.03601
285	Tiffany Smith	4.82323	yes	5.35252	divoced	685-04-2592	0.35026	79.33616	3.78964	82.55787	67.61905	54.49352	4.98044	6.45259	11.70179	1.00000	6.25777
286	Theresa Murphy	7.02133	no	5.24671	divoced	029-49-6026	1.01891	101.72713	6.27146	56.64971	64.30296	35.07668	6.83211	4.83290	8.51792	1.00000	6.33891
287	Cody Dominguez	6.01674	yes	6.11229	married	288-55-6117	0.44911	60.33286	6.69044	33.37483	31.89969	35.88784	5.49772	4.37752	9.94491	1.00000	7.12788
288	Helen Ritter	9.23935	no	5.13307	separated	681-52-6835	0.48874	103.31471	4.93186	78.76429	50.61597	58.75659	9.95541	6.92981	6.70104	1.00000	5.43810
289	Michael Hensley	6.23234	no	8.93062	divoced	814-39-5873	0.49104	89.51680	6.69334	87.02199	51.05839	50.69938	7.58930	6.44475	8.41587	1.00000	7.06513
290	Douglas Singleton	3.77515	no	7.23997	widowed	085-70-6778	15.33055	75.34811	10.83382	17.44835	63.47168	71.23344	3.62640	8.51917	4.86287	1.00000	7.94784
291	Lisa Miller	9.59569	no	9.47636	widowed	285-08-1901	5.16244	3.43858	9.72695	31.75708	55.29526	43.57580	7.65954	8.38703	6.81265	0.00000	8.66740
292	Adam Wise	5.21246	no	5.74950	married	480-81-5997	0.69472	34.31648	6.68301	82.08941	54.89461	55.68069	6.52509	6.68018	6.64907	0.00000	7.14459
293	Jennifer Haynes	8.40713	no	9.43142	married	124-75-0665	2.03464	49.74071	8.62075	83.64074	48.68214		5.53798	6.85899	5.84425	0.00000	7.57950
294	Carlos Bartlett	4.98207	no	6.00362	divoced	880-21-9821	3.21647	50.86463	9.17572	74.14946	58.69702	60.65556	5.21260	7.01754	4.61173	0.00000	5.75564
295	Mr. Norman Gardner	5.73048	no	5.70160	single	460-66-6073	0.76879	109.07805	7.05693	84.38948	58.74922	38.40841	5.97049	5.90536	8.17793	1.00000	7.31124
296	John Patel	5.78960	yes	5.73265	married	534-32-3500	1.19645	58.25266	8.13740	44.54035	64.16910	20.38277	6.22307	7.99845	5.13020	0.00000	6.49670
297	Willie Fox	7.12157	no	2.60855	separated	878-10-7667	0.64670	82.40261	5.89273	81.60947	35.03145	52.28081	5.15597	6.96615	6.16427	1.00000	4.67742
298	Kaitlyn Wilson	9.92365	no	8.41451	single	153-19-6572	2.51589	111.69139	8.87254	85.97656	43.32286	40.49054	8.04612	6.68463	7.61625	0.00000	6.07912
299	Casey Cruz	4.82304	no	4.73807	divoced	142-27-3132	0.51276	55.32123	6.30239	79.95120	50.67041	41.31597	7.72115	6.81263	4.21182	0.00000	6.38794
300	Shannon Wagner	7.97094	no	8.41964	widowed	523-91-9397	0.54640	46.52427	7.17643	87.41433	65.47309	25.25655	6.27583	6.09978	6.16722	0.00000	4.76497
301	Stephanie Adams	5.30912	no	7.74542	divoced	700-29-9934	1.21599	41.99817	7.78563	79.28984	78.08324	53.74100	5.06850	7.01779	6.84040	0.00000	6.38404
302	Diana Pierce	6.46729	no	7.98090	nop	329-29-8690	0.99057	115.39440	7.47456	76.05828	62.56274	53.73796	7.97487	7.08743	7.54049	1.00000	5.67451
